Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),GridXYZ,BlockXYZ,Name
100.0,11649,1,11649.0,11649.0,11649,11649,0.0, 128    1    1, 128    1    1,ABT_view (forced)/void cutlass::Kernel2<cutlass_80_tensorop_i16832gemm_s8_128x64_128x3_tn_align4>(T1::Params)
